"IdCompra","Fecha","IdProducto","Cantidad","Precio","IdProveedor"
7764,"2019-05-31",42911,2,1188.57,11
7765,"2019-05-31",42912,9,1106.43,9
7766,"2019-05-31",42914,20,1157.3,9
7767,"2019-05-31",42915,7,1265.85,7
7768,"2019-05-31",42919,4,516.89,6
7769,"2019-05-31",42920,15,523.72,5
7770,"2019-05-31",42921,2,576.93,7
7771,"2019-05-31",42924,3,455.33,12
7772,"2019-05-31",42925,4,2.03,7
7773,"2019-05-31",42934,9,1384.33,4
7774,"2019-05-31",42935,2,1956.2,5
7775,"2019-05-31",42936,12,2226.74,12
7776,"2019-05-31",42938,6,1845.04,12
7777,"2019-05-31",42943,7,1655.37,5
7778,"2019-05-31",42946,2,1467.33,2
7779,"2019-05-31",42951,6,1860.99,8
7780,"2019-05-31",42953,12,2509.71,3
7781,"2019-05-31",42954,9,1917.96,2
7782,"2019-05-31",42956,3,1587.17,5
7783,"2019-05-31",42963,16,1859.71,4
7784,"2019-05-31",42967,4,2356.61,12
7785,"2019-05-31",42968,2,2428.45,12
7786,"2019-05-31",42969,2,2628.06,6
7787,"2019-05-31",42970,7,2198.9,10
7788,"2019-05-31",42972,13,2012.9,6
7789,"2019-05-31",43028,5,721.53,11
7790,"2019-05-31",43029,4,709.8,9
7791,"2019-05-31",43031,9,743.38,6
7792,"2019-05-31",43032,11,586.54,6
7793,"2019-05-31",43036,21,583.81,3
7794,"2019-05-31",43037,14,861.92,7
7795,"2019-05-31",42816,10,826.65,10
7796,"2019-05-31",42817,8,513.68,8
7797,"2019-05-31",42818,3,1436.21,9
7798,"2019-05-31",42819,11,665.65,7
7799,"2019-05-31",42824,8,445.86,3
7800,"2019-05-31",42826,7,381.27,8
7801,"2019-05-31",42829,7,713.5,1
7802,"2019-05-31",42831,1,232.43,1
7803,"2019-05-31",42848,11,1033.6,5
7804,"2019-05-31",42849,5,1065.07,5
7805,"2019-05-31",42811,5,1747.3,13
7806,"2019-05-31",42813,6,285.7,14
7807,"2019-05-31",42814,11,238.02,3
7808,"2019-05-31",42903,16,182.73,7
7809,"2019-05-31",42737,1,1271.76,2
7810,"2019-05-31",42864,7,123.79,13
7811,"2019-05-31",42865,3,130.35,2
7812,"2019-05-31",42866,5,120.63,3
7813,"2019-05-31",42869,15,120.77,2
7814,"2019-05-31",42871,5,438.33,13
7815,"2019-05-31",42875,4,354.88,8
7816,"2019-05-31",42877,4,427.21,12
7817,"2019-05-31",42878,6,403.15,7
7818,"2019-05-31",42881,9,396.26,12
7819,"2019-05-31",42882,3,308.25,3
7820,"2019-05-31",42883,6,315.82,4
7821,"2019-05-31",42884,8,309.37,4
7822,"2019-05-31",42886,5,386.37,5
7823,"2019-05-31",42887,7,345.37,10
7824,"2019-05-31",42888,9,365.67,12
7825,"2019-05-31",42891,11,318.08,6
7826,"2019-05-31",42893,14,404.57,3
7827,"2019-05-31",42894,7,395.97,10
7828,"2019-05-31",42896,3,360.42,11
7829,"2019-05-31",42897,7,323.74,12
7830,"2019-05-31",42898,13,408.65,2
7831,"2019-05-31",42985,5,1030.09,14
7832,"2019-05-31",42986,13,273.91,4
7833,"2019-05-31",42989,18,329.86,6
7834,"2019-05-31",42990,3,213.18,9
7835,"2019-05-31",42992,4,426.62,5
7836,"2019-05-31",42995,5,280.33,3
7837,"2019-05-31",42999,6,330.03,3
7838,"2019-05-31",43000,9,252.12,8
7839,"2019-05-31",43001,9,399.21,5
7840,"2019-05-31",43004,5,260.24,12
7841,"2019-05-31",43008,12,299.83,4
7842,"2019-05-31",43010,8,241.12,4
7843,"2019-05-31",43011,3,245.23,8
7844,"2019-05-31",43012,17,342.18,3
7845,"2019-05-31",43018,11,334.71,8
7846,"2019-05-31",43019,3,313.16,11
7847,"2019-05-31",43020,13,438.44,3
7848,"2019-05-31",43021,3,321.33,10
7849,"2019-05-31",43023,19,405.77,6
7850,"2019-05-31",43024,10,376.21,11
7851,"2019-05-31",43026,18,322.01,4
7852,"2019-05-31",42754,11,754.37,7
7853,"2019-05-31",42755,2,823.91,1
7854,"2019-05-31",42759,1,1098.3,6
7855,"2019-05-31",42760,8,1292.88,4
7856,"2019-05-31",42764,14,974.54,4
7857,"2019-05-31",42765,8,1430.93,2
7858,"2019-05-31",42766,15,4684.46,11
7859,"2019-05-31",42775,8,2297.83,9
7860,"2019-05-31",42776,20,994.08,10
7861,"2019-05-31",42777,14,1840.47,4
7862,"2019-05-31",42780,6,2878.25,3
7863,"2019-05-31",42782,9,2437.49,1
7864,"2019-05-31",42784,11,1236.49,10
7865,"2019-05-31",42785,4,1051.61,12
7866,"2019-05-31",42786,29,616.5,8
7867,"2019-05-31",42787,13,827.76,11
7868,"2019-05-31",42788,12,314.32,12
7869,"2019-05-31",42789,8,138.61,7
7870,"2019-05-31",42792,10,359.85,13
7871,"2019-05-31",42793,20,550.82,9
7872,"2019-05-31",42796,7,317.22,5
7873,"2019-05-31",42799,11,1186.85,12
7874,"2019-05-31",42800,5,1159.08,12
7875,"2019-05-31",42801,5,2198.07,4
7876,"2019-05-31",42927,6,62.66,9
7877,"2019-05-31",42930,28,110.65,10
7878,"2019-05-31",42852,8,114.7,13
7879,"2019-05-31",42853,15,448.05,13
7880,"2019-05-31",42899,3,145.2,11
7881,"2019-05-31",42900,16,179.41,14
7882,"2019-05-31",42901,13,133.94,7
7883,"2019-05-31",42975,13,150.0,12
7884,"2019-05-31",42976,11,165.1,7
7885,"2019-05-31",42977,30,79.0,7
7886,"2019-05-31",42979,7,79.3,12
7887,"2019-05-31",42980,8,82.62,4
7888,"2019-06-28",42836,5,518.43,9
7889,"2019-06-28",42837,6,263.46,9
7890,"2019-06-28",42840,23,274.3,4
7891,"2019-06-28",42843,4,531.58,12
7892,"2019-06-28",42845,7,653.37,10
7893,"2019-06-28",42846,8,2037.25,5
7894,"2019-06-28",42856,13,301.01,4
7895,"2019-06-28",42858,5,373.77,8
7896,"2019-06-28",42860,1,419.16,9
7897,"2019-06-28",42861,15,402.26,9
7898,"2019-06-28",42862,8,355.51,3
7899,"2019-06-28",42863,5,282.46,4
7900,"2019-06-28",42909,7,941.16,9
7901,"2019-06-28",42912,3,1048.27,6
7902,"2019-06-28",42913,5,1033.22,12
7903,"2019-06-28",42915,19,1059.18,4
7904,"2019-06-28",42918,6,513.15,10
7905,"2019-06-28",42919,9,410.65,11
7906,"2019-06-28",42921,11,507.81,3
7907,"2019-06-28",42922,16,580.69,8
7908,"2019-06-28",42923,18,569.37,9
7909,"2019-06-28",42924,18,457.32,4
7910,"2019-06-28",42925,3,2.16,13
7911,"2019-06-28",42933,4,895.64,4
7912,"2019-06-28",42934,24,1081.45,7
7913,"2019-06-28",42936,10,2146.56,4
7914,"2019-06-28",42937,10,1635.45,14
7915,"2019-06-28",42939,9,2034.57,11
7916,"2019-06-28",42941,7,1998.38,3
7917,"2019-06-28",42942,8,2103.53,3
7918,"2019-06-28",42943,5,1434.43,5
7919,"2019-06-28",42944,12,2723.24,5
7920,"2019-06-28",42945,5,1989.47,5
7921,"2019-06-28",42949,5,1277.61,4
7922,"2019-06-28",42952,9,3143.15,4
7923,"2019-06-28",42955,7,1635.73,9
7924,"2019-06-28",42956,10,1620.79,2
7925,"2019-06-28",42957,16,1908.7,4
7926,"2019-06-28",42958,15,2412.16,2
7927,"2019-06-28",42960,9,2490.25,3
7928,"2019-06-28",42961,13,2260.05,14
7929,"2019-06-28",42962,7,1711.85,9
7930,"2019-06-28",42966,8,2138.52,12
7931,"2019-06-28",42971,20,1856.89,12
7932,"2019-06-28",42972,36,1853.3,1
7933,"2019-06-28",43029,21,808.74,9
7934,"2019-06-28",43030,8,803.99,13
7935,"2019-06-28",43032,1,743.6,8
7936,"2019-06-28",43033,26,883.42,3
7937,"2019-06-28",43034,7,726.87,13
7938,"2019-06-28",43035,4,855.5,6
7939,"2019-06-28",43037,23,799.94,11
7940,"2019-06-28",43039,7,615.05,4
7941,"2019-06-28",43040,11,588.54,10
7942,"2019-06-28",43043,11,719.98,10
7943,"2019-06-28",42816,6,884.45,4
7944,"2019-06-28",42817,20,497.81,14
7945,"2019-06-28",42818,4,1426.62,7
7946,"2019-06-28",42820,4,455.85,13
7947,"2019-06-28",42822,9,553.13,12
7948,"2019-06-28",42823,5,647.09,3
7949,"2019-06-28",42829,5,684.73,11
7950,"2019-06-28",42848,20,1162.26,3
7951,"2019-06-28",42810,8,962.32,4
7952,"2019-06-28",42811,16,1668.02,14
7953,"2019-06-28",42812,8,253.5,10
7954,"2019-06-28",42814,2,240.7,8
7955,"2019-06-28",42815,10,417.55,14
7956,"2019-06-28",42904,7,100.81,1
7957,"2019-06-28",42905,14,334.89,8
7958,"2019-06-28",42906,20,253.85,5
7959,"2019-06-28",42864,8,126.44,2
7960,"2019-06-28",42865,4,135.1,12
7961,"2019-06-28",42866,7,150.67,10
7962,"2019-06-28",42869,12,127.26,3
7963,"2019-06-28",42871,7,401.64,5
7964,"2019-06-28",42873,10,398.19,10
7965,"2019-06-28",42876,4,403.01,3
7966,"2019-06-28",42878,7,433.92,12
7967,"2019-06-28",42881,9,377.2,9
7968,"2019-06-28",42883,12,335.41,13
7969,"2019-06-28",42884,8,313.81,14
7970,"2019-06-28",42885,4,311.98,7
7971,"2019-06-28",42886,25,350.59,5
7972,"2019-06-28",42888,6,301.23,3
7973,"2019-06-28",42891,11,403.08,8
7974,"2019-06-28",42893,6,351.57,1
7975,"2019-06-28",42894,3,350.35,5
7976,"2019-06-28",42895,5,407.33,9
7977,"2019-06-28",42896,11,363.71,11
7978,"2019-06-28",42985,18,1083.11,5
7979,"2019-06-28",42988,7,384.65,11
7980,"2019-06-28",42989,4,319.0,9
7981,"2019-06-28",42993,4,317.25,7
7982,"2019-06-28",42995,2,219.93,11
7983,"2019-06-28",42997,9,310.78,4
7984,"2019-06-28",42998,9,396.81,9
7985,"2019-06-28",42999,5,386.89,1
7986,"2019-06-28",43000,7,273.11,9
7987,"2019-06-28",43002,8,299.09,11
7988,"2019-06-28",43004,4,252.84,7
7989,"2019-06-28",43005,8,304.69,7
7990,"2019-06-28",43009,7,448.38,7
7991,"2019-06-28",43010,20,298.97,13
7992,"2019-06-28",43011,13,270.34,5
7993,"2019-06-28",43012,2,319.06,9
7994,"2019-06-28",43014,9,395.72,6
7995,"2019-06-28",43015,5,372.47,9
7996,"2019-06-28",43016,12,276.54,7
7997,"2019-06-28",43018,4,309.54,3
7998,"2019-06-28",43019,10,256.39,4
7999,"2019-06-28",43020,8,414.85,7
8000,"2019-06-28",43021,2,300.73,3
8001,"2019-06-28",43025,12,426.51,9
8002,"2019-06-28",42754,2,956.12,9
8003,"2019-06-28",42755,19,725.07,12
8004,"2019-06-28",42757,6,1216.47,3
8005,"2019-06-28",42759,5,1439.5,8
8006,"2019-06-28",42762,10,1588.98,12
8007,"2019-06-28",42763,16,1634.47,10
8008,"2019-06-28",42764,9,1045.39,9
8009,"2019-06-28",42766,4,5028.52,13
8010,"2019-06-28",42768,1,1165.12,13
8011,"2019-06-28",42770,12,2482.31,13
8012,"2019-06-28",42771,9,1665.19,1
8013,"2019-06-28",42774,16,4377.93,2
8014,"2019-06-28",42777,8,1785.26,12
8015,"2019-06-28",42779,8,6710.82,11
8016,"2019-06-28",42782,4,2494.6,4
8017,"2019-06-28",42783,7,1930.34,5
8018,"2019-06-28",42785,10,971.41,7
8019,"2019-06-28",42786,2,633.58,2
8020,"2019-06-28",42787,2,926.3,1
8021,"2019-06-28",42792,14,352.33,8
8022,"2019-06-28",42797,12,3105.27,6
8023,"2019-06-28",42798,6,999.82,4
8024,"2019-06-28",42800,10,1136.99,6
8025,"2019-06-28",42851,10,85.55,5
8026,"2019-06-28",42926,3,52.7,8
8027,"2019-06-28",42930,10,110.78,4
8028,"2019-06-28",42852,6,121.3,1
8029,"2019-06-28",42853,2,484.93,7
8030,"2019-06-28",42854,9,687.34,8
8031,"2019-06-28",42870,21,125.65,6
8032,"2019-06-28",42899,9,124.93,13
8033,"2019-06-28",42901,4,149.63,2
8034,"2019-06-28",42973,6,88.8,3
8035,"2019-06-28",42974,16,159.86,4
8036,"2019-06-28",42981,17,34.72,5
8037,"2019-07-26",42832,4,526.98,3
8038,"2019-07-26",42834,6,539.14,14
8039,"2019-07-26",42837,9,299.9,3
8040,"2019-07-26",42839,5,274.66,9
8041,"2019-07-26",42840,12,273.11,9
8042,"2019-07-26",42843,6,443.86,5
8043,"2019-07-26",42844,13,1135.96,4
8044,"2019-07-26",42845,8,561.39,8
8045,"2019-07-26",42847,27,1745.06,10
8046,"2019-07-26",42856,8,303.39,2
8047,"2019-07-26",42859,1,432.0,8
8048,"2019-07-26",42860,3,367.43,12
8049,"2019-07-26",42863,32,300.04,4
8050,"2019-07-26",42983,30,215.45,5
8051,"2019-07-26",42984,2,189.47,11
8052,"2019-07-26",42907,10,327.98,10
8053,"2019-07-26",42908,3,1052.34,5
8054,"2019-07-26",42909,4,1110.25,6
8055,"2019-07-26",42911,12,1412.08,5
8056,"2019-07-26",42913,7,1031.9,7
8057,"2019-07-26",42914,14,1076.51,10
8058,"2019-07-26",42915,24,1247.01,7
8059,"2019-07-26",42916,18,815.58,1
8060,"2019-07-26",42918,6,505.3,12
8061,"2019-07-26",42920,7,627.46,11
8062,"2019-07-26",42923,11,548.84,13
8063,"2019-07-26",42924,8,398.63,4
8064,"2019-07-26",42934,10,1332.43,4
8065,"2019-07-26",42935,7,1872.23,6
8066,"2019-07-26",42940,4,1460.54,6
8067,"2019-07-26",42942,6,1818.59,8
8068,"2019-07-26",42943,12,1497.61,5
8069,"2019-07-26",42944,1,2378.58,11
8070,"2019-07-26",42946,1,1652.54,5
8071,"2019-07-26",42947,7,1831.61,11
8072,"2019-07-26",42950,9,1917.65,9
8073,"2019-07-26",42955,6,1675.15,7
8074,"2019-07-26",42961,11,2148.8,12
8075,"2019-07-26",42963,16,1515.05,8
8076,"2019-07-26",42964,22,1780.23,4
8077,"2019-07-26",42965,41,1508.93,2
8078,"2019-07-26",42966,8,2393.78,12
8079,"2019-07-26",42969,15,2363.62,4
8080,"2019-07-26",42970,12,2187.88,9
8081,"2019-07-26",42971,11,1934.57,9
8082,"2019-07-26",43032,5,714.43,8
8083,"2019-07-26",43033,6,781.71,6
8084,"2019-07-26",43036,8,496.29,5
8085,"2019-07-26",43042,12,794.22,8
8086,"2019-07-26",43043,9,775.16,2
8087,"2019-07-26",42818,20,1480.81,2
8088,"2019-07-26",42819,9,553.1,5
8089,"2019-07-26",42820,7,435.21,7
8090,"2019-07-26",42821,6,511.97,12
8091,"2019-07-26",42822,7,539.45,7
8092,"2019-07-26",42825,9,378.52,1
8093,"2019-07-26",42826,1,328.83,12
8094,"2019-07-26",42827,10,370.94,1
8095,"2019-07-26",42829,6,716.07,3
8096,"2019-07-26",42830,11,325.92,12
8097,"2019-07-26",42831,4,246.67,3
8098,"2019-07-26",42810,3,899.33,3
8099,"2019-07-26",42811,5,1701.33,3
8100,"2019-07-26",42812,11,240.99,3
8101,"2019-07-26",42813,2,243.4,10
8102,"2019-07-26",42814,22,237.43,7
8103,"2019-07-26",42815,23,463.66,6
8104,"2019-07-26",42902,17,190.45,5
8105,"2019-07-26",42906,5,248.1,9
8106,"2019-07-26",42864,5,139.32,2
8107,"2019-07-26",42867,11,147.05,7
8108,"2019-07-26",42871,6,344.45,7
8109,"2019-07-26",42874,6,367.05,14
8110,"2019-07-26",42879,15,351.54,10
8111,"2019-07-26",42881,37,360.23,5
8112,"2019-07-26",42882,31,358.03,12
8113,"2019-07-26",42883,7,390.78,3
8114,"2019-07-26",42884,7,381.07,9
8115,"2019-07-26",42886,6,313.02,13
8116,"2019-07-26",42891,2,321.52,2
8117,"2019-07-26",42892,2,398.84,5
8118,"2019-07-26",42893,3,359.69,12
8119,"2019-07-26",42896,13,393.83,3
8120,"2019-07-26",42898,22,371.07,6
8121,"2019-07-26",42985,9,1157.42,3
8122,"2019-07-26",42988,10,442.61,1
8123,"2019-07-26",42993,5,379.66,12
8124,"2019-07-26",42997,7,350.75,14
8125,"2019-07-26",43001,10,398.12,12
8126,"2019-07-26",43002,6,262.22,9
8127,"2019-07-26",43006,9,348.97,8
8128,"2019-07-26",43012,7,351.71,6
8129,"2019-07-26",43013,2,217.81,6
8130,"2019-07-26",43014,22,302.67,8
8131,"2019-07-26",43017,18,222.32,13
8132,"2019-07-26",43018,5,263.35,14
8133,"2019-07-26",43020,12,361.35,9
8134,"2019-07-26",43021,13,333.37,3
8135,"2019-07-26",43022,2,316.58,6
8136,"2019-07-26",43023,6,465.28,7
8137,"2019-07-26",43025,3,348.36,5
8138,"2019-07-26",43026,4,388.47,9
8139,"2019-07-26",42755,2,794.34,2
8140,"2019-07-26",42758,5,1250.38,3
8141,"2019-07-26",42760,1,1171.21,1
8142,"2019-07-26",42766,4,4702.91,13
8143,"2019-07-26",42767,9,2592.5,7
8144,"2019-07-26",42769,8,2403.6,9
8145,"2019-07-26",42770,5,2843.15,5
8146,"2019-07-26",42774,7,4087.19,13
8147,"2019-07-26",42776,13,1017.97,7
8148,"2019-07-26",42778,8,2161.24,5
8149,"2019-07-26",42779,9,6423.2,5
8150,"2019-07-26",42780,4,3201.76,11
8151,"2019-07-26",42781,1,1314.47,1
8152,"2019-07-26",42782,10,2181.61,4
8153,"2019-07-26",42783,5,1517.42,7
8154,"2019-07-26",42785,16,1026.58,6
8155,"2019-07-26",42786,7,561.23,5
8156,"2019-07-26",42787,3,917.95,4
8157,"2019-07-26",42788,6,295.63,11
8158,"2019-07-26",42789,6,155.1,5
8159,"2019-07-26",42791,8,205.07,12
8160,"2019-07-26",42792,8,341.08,7
8161,"2019-07-26",42793,10,549.97,9
8162,"2019-07-26",42794,13,204.97,12
8163,"2019-07-26",42795,4,362.76,3
8164,"2019-07-26",42796,6,322.29,3
8165,"2019-07-26",42798,12,1065.72,13
8166,"2019-07-26",42799,9,1191.83,6
8167,"2019-07-26",42801,2,2195.94,5
8168,"2019-07-26",42851,9,99.86,2
8169,"2019-07-26",42926,9,59.78,2
8170,"2019-07-26",42927,17,59.42,10
8171,"2019-07-26",42930,4,94.41,5
8172,"2019-07-26",42931,8,254.27,8
8173,"2019-07-26",42899,11,128.17,3
8174,"2019-07-26",42901,9,144.27,10
8175,"2019-07-26",42928,10,85.57,8
8176,"2019-07-26",42932,10,122.01,5
8177,"2019-07-26",42973,19,96.43,5
8178,"2019-07-26",42975,14,129.04,9
8179,"2019-07-26",42976,8,139.61,7
8180,"2019-07-26",42978,5,78.73,12
8181,"2019-07-26",42979,10,88.59,8
8182,"2019-08-30",42833,21,602.94,12
8183,"2019-08-30",42835,4,592.89,6
8184,"2019-08-30",42836,13,534.7,14
8185,"2019-08-30",42837,7,262.97,10
8186,"2019-08-30",42841,10,265.59,5
8187,"2019-08-30",42843,18,435.1,8
8188,"2019-08-30",42845,24,640.18,7
8189,"2019-08-30",42846,10,1823.56,12
8190,"2019-08-30",42847,14,1858.85,10
8191,"2019-08-30",42855,8,841.17,14
8192,"2019-08-30",42859,10,439.4,13
8193,"2019-08-30",42861,2,394.4,4
8194,"2019-08-30",42984,3,197.39,12
8195,"2019-08-30",42909,11,1138.41,5
8196,"2019-08-30",42910,6,988.73,10
8197,"2019-08-30",42912,1,1274.63,8
8198,"2019-08-30",42914,7,1008.28,14
8199,"2019-08-30",42916,11,1037.54,12
8200,"2019-08-30",42918,8,575.09,10
8201,"2019-08-30",42921,4,492.77,13
8202,"2019-08-30",42924,13,415.94,3
8203,"2019-08-30",42934,8,1148.0,3
8204,"2019-08-30",42938,10,2055.33,6
8205,"2019-08-30",42940,13,1405.76,7
8206,"2019-08-30",42941,26,2086.98,12
8207,"2019-08-30",42944,15,2360.06,6
8208,"2019-08-30",42945,2,2105.63,12
8209,"2019-08-30",42946,8,1715.26,4
8210,"2019-08-30",42947,6,1894.89,7
8211,"2019-08-30",42949,1,1329.11,5
8212,"2019-08-30",42950,7,1992.81,8
8213,"2019-08-30",42951,5,1939.19,7
8214,"2019-08-30",42953,4,2570.83,6
8215,"2019-08-30",42956,7,1272.39,7
8216,"2019-08-30",42957,2,1838.82,6
8217,"2019-08-30",42958,11,2750.31,11
8218,"2019-08-30",42959,1,2771.14,9
8219,"2019-08-30",42962,6,1348.55,3
8220,"2019-08-30",42963,5,1584.45,8
8221,"2019-08-30",42965,16,1771.55,13
8222,"2019-08-30",42966,7,2617.91,11
8223,"2019-08-30",42967,3,2549.64,5
8224,"2019-08-30",42969,10,2754.89,14
8225,"2019-08-30",42972,7,2057.51,6
8226,"2019-08-30",43031,19,805.28,7
8227,"2019-08-30",43032,9,594.65,5
8228,"2019-08-30",43034,6,665.04,11
8229,"2019-08-30",43037,12,846.08,8
8230,"2019-08-30",43038,15,751.5,7
8231,"2019-08-30",43040,11,455.94,10
8232,"2019-08-30",43042,4,826.57,6
8233,"2019-08-30",43043,15,841.64,4
8234,"2019-08-30",42817,12,638.57,9
8235,"2019-08-30",42820,6,404.73,5
8236,"2019-08-30",42821,19,522.57,7
8237,"2019-08-30",42822,9,505.78,9
8238,"2019-08-30",42823,18,676.3,8
8239,"2019-08-30",42824,7,411.67,10
8240,"2019-08-30",42826,11,391.95,2
8241,"2019-08-30",42827,8,388.13,11
8242,"2019-08-30",42828,4,636.23,8
8243,"2019-08-30",42829,6,647.98,12
8244,"2019-08-30",42830,3,315.72,4
8245,"2019-08-30",42831,3,228.89,7
8246,"2019-08-30",42849,12,953.25,12
8247,"2019-08-30",42810,5,941.79,12
8248,"2019-08-30",42811,2,1641.89,13
8249,"2019-08-30",42812,3,259.35,2
8250,"2019-08-30",42814,6,284.31,3
8251,"2019-08-30",42815,17,426.26,7
8252,"2019-08-30",42904,21,97.9,10
8253,"2019-08-30",42906,15,198.55,4
8254,"2019-08-30",42865,3,139.72,2
8255,"2019-08-30",42867,2,133.32,10
8256,"2019-08-30",42868,5,127.27,5
8257,"2019-08-30",42872,7,378.09,5
8258,"2019-08-30",42873,15,417.56,1
8259,"2019-08-30",42874,5,348.01,2
8260,"2019-08-30",42876,5,438.95,8
8261,"2019-08-30",42878,4,407.47,10
8262,"2019-08-30",42880,2,361.73,11
8263,"2019-08-30",42883,10,313.42,11
8264,"2019-08-30",42884,9,352.37,13
8265,"2019-08-30",42885,15,305.19,7
8266,"2019-08-30",42886,21,359.66,2
8267,"2019-08-30",42887,2,313.77,10
8268,"2019-08-30",42888,11,351.04,13
8269,"2019-08-30",42895,15,401.98,11
8270,"2019-08-30",42986,4,216.28,2
8271,"2019-08-30",42987,17,274.53,5
8272,"2019-08-30",42988,11,398.72,5
8273,"2019-08-30",42991,4,300.51,2
8274,"2019-08-30",42992,4,390.38,10
8275,"2019-08-30",42993,5,337.32,11
8276,"2019-08-30",42994,10,424.99,14
8277,"2019-08-30",42995,36,275.67,2
8278,"2019-08-30",42999,5,419.77,3
8279,"2019-08-30",43000,12,278.31,13
8280,"2019-08-30",43005,8,257.32,4
8281,"2019-08-30",43009,10,340.78,5
8282,"2019-08-30",43012,2,367.31,7
8283,"2019-08-30",43013,8,238.6,3
8284,"2019-08-30",43015,5,326.07,8
8285,"2019-08-30",43017,23,217.92,9
8286,"2019-08-30",43020,20,376.73,9
8287,"2019-08-30",43021,3,344.54,13
8288,"2019-08-30",43022,18,280.23,2
8289,"2019-08-30",43024,10,375.7,10
8290,"2019-08-30",43027,8,293.06,3
8291,"2019-08-30",42754,4,852.22,1
8292,"2019-08-30",42756,7,465.6,1
8293,"2019-08-30",42761,9,1008.39,11
8294,"2019-08-30",42762,8,1653.33,7
8295,"2019-08-30",42764,36,1021.23,4
8296,"2019-08-30",42765,8,1470.8,10
8297,"2019-08-30",42766,8,4234.18,2
8298,"2019-08-30",42768,1,1200.05,12
8299,"2019-08-30",42769,5,1828.16,14
8300,"2019-08-30",42770,15,2448.82,6
8301,"2019-08-30",42772,17,4062.71,12
8302,"2019-08-30",42778,3,1938.66,4
8303,"2019-08-30",42779,12,7100.5,13
8304,"2019-08-30",42780,2,2441.19,2
8305,"2019-08-30",42781,8,1280.16,12
8306,"2019-08-30",42784,12,1112.04,3
8307,"2019-08-30",42785,7,963.45,12
8308,"2019-08-30",42786,2,541.93,7
8309,"2019-08-30",42787,7,1091.83,11
8310,"2019-08-30",42789,3,160.38,1
8311,"2019-08-30",42790,5,516.58,9
8312,"2019-08-30",42792,3,337.61,5
8313,"2019-08-30",42794,11,185.66,4
8314,"2019-08-30",42795,6,348.55,3
8315,"2019-08-30",42798,10,1119.46,1
8316,"2019-08-30",42801,7,1736.92,12
8317,"2019-08-30",42929,3,242.41,5
8318,"2019-08-30",42852,5,103.46,4
8319,"2019-08-30",42870,8,118.07,4
8320,"2019-08-30",42900,12,168.33,7
8321,"2019-08-30",42901,20,128.22,13
8322,"2019-08-30",42928,6,96.43,6
8323,"2019-08-30",42932,3,101.9,7
8324,"2019-08-30",42974,7,147.56,4
8325,"2019-08-30",42975,15,156.1,4
8326,"2019-08-30",42976,2,143.54,1
8327,"2019-08-30",42978,5,85.27,7
8328,"2019-08-30",42979,6,86.25,13
8329,"2019-08-30",42981,7,36.79,8
8330,"2019-08-30",42982,21,10.3,7
8331,"2019-09-27",42833,5,577.81,8
8332,"2019-09-27",42834,8,521.21,2
8333,"2019-09-27",42835,12,552.38,2
8334,"2019-09-27",42837,2,335.94,12
8335,"2019-09-27",42840,2,226.17,6
8336,"2019-09-27",42841,5,258.79,13
8337,"2019-09-27",42843,3,488.3,8
8338,"2019-09-27",42844,9,1299.68,7
8339,"2019-09-27",42845,20,628.24,3
8340,"2019-09-27",42846,19,1897.83,4
8341,"2019-09-27",42847,26,2083.37,7
8342,"2019-09-27",42857,10,406.39,2
8343,"2019-09-27",42859,27,380.23,10
8344,"2019-09-27",42860,5,364.94,11
8345,"2019-09-27",42861,24,382.81,13
8346,"2019-09-27",42862,3,367.46,10
8347,"2019-09-27",42863,4,296.72,5
8348,"2019-09-27",42983,11,235.08,4
8349,"2019-09-27",42908,18,1175.98,8
8350,"2019-09-27",42909,9,1084.51,3
8351,"2019-09-27",42912,6,1252.98,11
8352,"2019-09-27",42914,19,1016.34,2
8353,"2019-09-27",42915,6,1326.75,3
8354,"2019-09-27",42916,12,958.37,12
8355,"2019-09-27",42919,8,421.74,7
8356,"2019-09-27",42920,14,557.58,4
8357,"2019-09-27",42921,6,547.42,2
8358,"2019-09-27",42922,7,479.92,10
8359,"2019-09-27",42923,13,499.14,12
8360,"2019-09-27",42933,3,856.21,3
8361,"2019-09-27",42934,3,1178.59,12
8362,"2019-09-27",42937,7,1649.76,9
8363,"2019-09-27",42939,3,2060.11,6
8364,"2019-09-27",42940,13,1332.35,1
8365,"2019-09-27",42942,12,1701.39,14
8366,"2019-09-27",42943,8,1475.99,12
8367,"2019-09-27",42944,7,2237.08,12
8368,"2019-09-27",42945,4,2426.31,11
8369,"2019-09-27",42946,4,1482.19,2
8370,"2019-09-27",42951,1,2311.03,6
8371,"2019-09-27",42953,2,2679.01,7
8372,"2019-09-27",42958,21,2631.46,14
8373,"2019-09-27",42959,10,3156.92,1
8374,"2019-09-27",42962,5,1585.48,8
8375,"2019-09-27",42963,5,1449.01,9
8376,"2019-09-27",42965,1,1644.67,5
8377,"2019-09-27",42966,41,2286.88,3
8378,"2019-09-27",42967,11,2371.23,12
8379,"2019-09-27",42971,8,1914.64,12
8380,"2019-09-27",42972,12,1727.97,13
8381,"2019-09-27",43028,6,675.15,11
8382,"2019-09-27",43029,17,783.6,1
8383,"2019-09-27",43034,6,753.26,10
8384,"2019-09-27",43035,3,790.1,11
8385,"2019-09-27",43036,6,505.57,10
8386,"2019-09-27",43038,5,879.26,11
8387,"2019-09-27",43039,3,599.27,4
8388,"2019-09-27",43040,2,462.99,12
