"IdVenta","Fecha","Fecha_Entrega","IdCanal","IdCliente","IdSucursal","IdEmpleado","IdProducto","Precio","Cantidad"
10290,"2019-09-28","2019-10-03",1,949,4,4001333,42966,3415.0,1
10291,"2019-12-28","2020-01-04",2,1788,4,4001333,42980,114.0,3
10292,"2020-02-05","2020-02-10",2,1480,4,4001333,42993,507.0,1
10293,"2020-04-02","2020-04-05",2,1422,4,4001333,42958,3763.0,2
10294,"2020-04-07","2020-04-10",2,2097,4,4001333,42961,2867.0,3
10295,"2020-04-07","2020-04-10",2,350,4,4001333,43008,389.0,1
10306,"2019-01-01","2019-01-02",2,714,4,4001333,43019,413.0,3
10307,"2019-06-13","2019-06-18",2,309,4,4001333,43043,1159.0,2
10308,"2019-08-23","2019-08-24",1,108,4,4001333,43037,1137.0,1
10309,"2020-01-11","2020-01-16",2,1130,4,4001333,43026,530.0,3
10310,"2020-05-30","2020-06-04",1,1476,4,4001333,43031,1191.0,2
10311,"2020-01-30","2020-02-02",1,2927,4,4001333,42830,486.42,2
10312,"2020-02-03","2020-02-09",2,11,4,4001333,42973,123.0,2
10313,"2020-02-03","2020-02-05",2,1160,4,4001333,42993,507.0,3
10314,"2020-05-15","2020-05-18",2,2224,4,4001333,42917,1351.35,3
10315,"2020-01-06","2020-01-09",2,569,4,4001333,42906,321.0,2
10316,"2020-01-30","2020-02-01",1,86,4,4001333,42938,2679.0,2
10317,"2020-01-01","2020-01-08",2,789,4,4001333,43026,530.0,3
10318,"2020-04-14","2020-04-16",2,2653,4,4001333,42773,8703.64,2
10319,"2020-03-19","2020-03-27",2,678,4,4001333,42821,653.62,2
10320,"2020-03-25","2020-03-28",1,1268,4,4001333,42858,505.0,2
10321,"2020-04-14","2020-04-17",2,2134,4,4001333,42869,199.0,3
10322,"2020-03-27","2020-04-04",2,2838,4,4001333,42891,515.0,1
10323,"2020-05-23","2020-05-30",1,1575,4,4001333,42764,1385.78,2
10324,"2020-05-16","2020-05-18",2,917,4,4001333,42853,727.0,2
10325,"2020-05-18","2020-05-20",2,1100,4,4001333,42942,2749.0,1
10326,"2020-05-27","2020-06-01",1,962,4,4001333,42990,353.0,2
10327,"2020-05-09","2020-05-10",1,2077,4,4001333,43030,1175.0,3
10328,"2020-05-07","2020-05-13",2,3021,4,4001333,43042,1121.0,3
10334,"2019-02-15","2019-02-18",3,1967,4,4001510,42774,6048.9,2
10335,"2019-11-05","2019-11-08",3,3358,4,4001510,42798,1556.28,3
10338,"2019-01-07","2019-01-15",2,1709,4,4001510,42837,430.32,2
10344,"2019-05-11","2019-05-12",2,1147,4,4001510,42920,789.0,2
10345,"2020-05-22","2020-05-23",2,2670,4,4001510,42899,199.0,1
10347,"2020-01-31","2020-02-01",2,41,4,4001510,42991,438.0,1
10352,"2019-08-23","2019-08-26",1,416,4,4001510,43024,508.0,2
10372,"2019-03-28","2019-04-05",1,1294,4,4001510,42846,2846.58,3
10377,"2019-09-26","2019-09-29",3,1326,4,4001510,42899,199.0,1
10378,"2019-11-11","2019-11-19",2,1838,4,4001510,42894,515.0,2
10384,"2019-02-23","2019-03-04",1,186,4,4001510,42968,3445.0,3
10385,"2019-03-04","2019-03-07",2,1488,4,4001510,42962,2241.0,2
10386,"2019-03-30","2019-04-07",2,2125,4,4001510,42965,2281.0,2
10387,"2019-05-29","2019-06-07",2,504,4,4001510,42972,2741.0,1
10388,"2019-07-17","2019-07-23",1,434,4,4001510,43001,625.0,3
10389,"2020-04-22","2020-04-25",2,122,4,4001510,42982,13.0,2
10395,"2019-07-11","2019-07-19",3,2812,4,4001510,43036,744.0,3
10433,"2019-01-01","2019-01-06",3,652,4,4001510,42762,2106.06,3
10434,"2019-01-19","2019-01-20",1,1783,4,4001510,42760,1637.24,3
10435,"2019-01-26","2019-01-31",1,666,4,4001510,42788,421.96,1
10436,"2019-03-01","2019-03-06",3,2316,4,4001510,42786,795.74,1
10437,"2019-05-14","2019-05-16",2,1138,4,4001510,42801,2802.8,1
10438,"2019-08-09","2019-08-10",2,2883,4,4001510,42764,1385.78,2
10439,"2019-11-19","2019-11-21",2,1628,4,4001510,42771,2554.2,1
10440,"2020-02-27","2020-02-29",2,908,4,4001510,42758,1819.18,3
10441,"2020-05-23","2020-05-28",2,723,4,4001510,42782,3373.92,1
10472,"2019-02-11","2019-02-13",1,849,4,4001510,42828,906.18,3
10473,"2019-03-20","2019-03-24",1,1325,4,4001510,42823,904.42,1
10474,"2019-05-13","2019-05-14",2,2337,4,4001510,42858,505.0,2
10475,"2019-08-29","2019-09-02",1,2142,4,4001510,42883,498.0,1
10476,"2019-09-05","2019-09-09",1,1765,4,4001510,42870,178.0,1
10477,"2020-01-03","2020-01-04",1,1008,4,4001510,42827,512.38,2
10478,"2020-02-10","2020-02-11",2,1103,4,4001510,42819,860.42,1
10479,"2020-03-31","2020-04-04",2,2875,4,4001510,42826,537.24,1
10521,"2019-02-07","2019-02-12",2,1878,4,4001510,42909,1500.0,2
10522,"2019-03-02","2019-03-07",2,2760,4,4001510,42947,2974.0,3
10523,"2019-05-16","2019-05-19",3,2869,4,4001510,42912,1654.0,1
10524,"2019-05-22","2019-05-25",2,188,4,4001510,42920,789.0,3
10525,"2019-12-23","2019-12-30",3,1295,4,4001510,42888,498.0,1
10526,"2020-01-14","2020-01-24",3,2991,4,4001510,42916,1356.0,2
10527,"2020-05-08","2020-05-10",2,2162,4,4001510,42892,515.0,2
10567,"2019-02-07","2019-02-14",1,1148,4,4001510,42954,2554.0,2
10568,"2019-03-02","2019-03-06",2,2016,4,4001510,42997,485.0,3
10569,"2019-03-22","2019-03-24",2,1608,4,4001510,42961,2867.0,2
10570,"2019-03-23","2019-03-28",2,45,4,4001510,42970,3001.0,2
10571,"2019-05-13","2019-05-21",1,2257,4,4001510,42977,111.0,2
10572,"2019-05-14","2019-05-19",2,220,4,4001510,42989,413.0,3
10573,"2019-05-17","2019-05-21",2,2711,4,4001510,42975,215.0,2
10574,"2019-05-17","2019-05-21",2,950,4,4001510,43008,389.0,3
10575,"2019-06-19","2019-06-27",2,2672,4,4001510,42972,2741.0,3
10576,"2019-08-21","2019-08-26",2,827,4,4001510,42986,354.0,1
10577,"2019-08-26","2019-08-29",2,2837,4,4001510,42963,2355.0,2
10578,"2019-09-28","2019-10-03",2,949,4,4001510,42966,3415.0,1
10579,"2019-10-08","2019-10-09",3,562,4,4001510,43001,625.0,2
10580,"2019-11-28","2019-11-29",1,1687,4,4001510,42979,113.0,2
10581,"2020-02-05","2020-02-10",2,1480,4,4001510,42993,507.0,1
10582,"2020-03-18","2020-03-21",2,1922,4,4001510,43013,354.0,2
10591,"2019-01-01","2019-01-02",1,714,4,4001510,43019,413.0,2
10592,"2019-01-15","2019-01-22",1,1551,4,4001510,43034,1004.0,1
10593,"2019-01-26","2019-01-31",2,1375,4,4001510,43034,1004.0,3
10594,"2019-03-23","2019-03-28",1,71,4,4001510,43031,1191.0,2
10595,"2019-05-22","2019-05-27",1,522,4,4001510,43023,643.0,2
10596,"2019-06-13","2019-06-18",2,309,4,4001510,43043,1159.0,1
10597,"2019-08-23","2019-08-24",2,108,4,4001510,43037,1137.0,2
10598,"2020-02-04","2020-02-09",1,1073,4,4001510,43038,1163.0,2
10599,"2020-02-03","2020-02-05",2,1160,4,4001510,42993,507.0,2
10600,"2020-02-27","2020-03-06",2,1908,4,4001510,42867,199.0,2
10601,"2020-01-06","2020-01-09",3,569,4,4001510,42906,321.0,1
10602,"2020-01-16","2020-01-24",2,1949,4,4001510,43025,550.0,2
10603,"2020-03-19","2020-03-27",2,678,4,4001510,42821,653.62,1
10604,"2020-04-14","2020-04-17",2,2134,4,4001510,42869,199.0,1
10605,"2020-04-21","2020-04-26",2,867,4,4001510,42875,560.0,3
10607,"2020-05-09","2020-05-10",2,2077,4,4001510,43030,1175.0,3
10608,"2020-05-07","2020-05-13",3,3021,4,4001510,43042,1121.0,2
10616,"2019-02-13","2019-02-21",3,1842,4,4001574,42760,1637.24,1
10617,"2019-02-15","2019-02-18",3,1967,4,4001574,42774,6048.9,1
10625,"2019-01-07","2019-01-15",1,1709,4,4001574,42837,430.32,3
10651,"2019-03-28","2019-04-05",2,1294,4,4001574,42846,2846.58,2
10652,"2019-05-18","2019-05-24",2,2736,4,4001574,42864,199.0,3
10654,"2019-05-08","2019-05-17",1,2897,4,4001574,42897,515.0,2
10655,"2019-11-11","2019-11-19",1,1838,4,4001574,42894,515.0,2
10660,"2019-03-04","2019-03-07",1,1488,4,4001574,42962,2241.0,2
10661,"2019-03-30","2019-04-07",1,2125,4,4001574,42965,2281.0,2
10662,"2019-05-29","2019-06-07",3,504,4,4001574,42972,2741.0,2
10663,"2019-07-17","2019-07-23",3,434,4,4001574,43001,625.0,3
10664,"2019-10-07","2019-10-16",2,932,4,4001574,43014,502.0,2
10669,"2019-07-11","2019-07-19",2,2812,4,4001574,43036,744.0,2
10670,"2019-11-30","2019-12-08",1,3358,4,4001574,43020,562.0,2
10707,"2019-01-19","2019-01-20",2,1783,4,4001574,42760,1637.24,2
10708,"2019-01-23","2019-01-28",2,2022,4,4001574,42776,1423.4,3
10709,"2019-01-26","2019-01-31",2,666,4,4001574,42788,421.96,2
10710,"2019-03-01","2019-03-06",2,2316,4,4001574,42786,795.74,1
10711,"2019-04-04","2019-04-09",2,2822,4,4001574,42768,1923.68,1
10712,"2019-06-18","2019-06-23",2,3027,4,4001574,42785,1597.42,3
10713,"2019-06-26","2019-06-27",2,2188,4,4001574,42814,369.82,2
10714,"2019-07-29","2019-07-31",2,1329,4,4001574,42814,369.82,2
10715,"2019-08-09","2019-08-10",3,2883,4,4001574,42764,1385.78,3
10716,"2019-09-24","2019-09-27",1,82,4,4001574,42779,9555.04,2
10717,"2019-11-19","2019-11-21",2,1628,4,4001574,42771,2554.2,2
10718,"2019-12-20","2019-12-27",2,1379,4,4001574,42784,1748.78,1
10719,"2020-01-09","2020-01-17",2,2242,4,4001574,42796,457.82,2
10720,"2020-02-07","2020-02-08",2,3310,4,4001574,42797,4845.5,2
10721,"2020-02-14","2020-02-21",1,2041,4,4001574,42767,3485.68,1
10722,"2020-02-27","2020-02-29",1,908,4,4001574,42758,1819.18,2
10723,"2020-03-28","2020-04-07",1,51,4,4001574,42767,3485.68,2
10758,"2019-05-13","2019-05-14",3,2337,4,4001574,42858,505.0,1
10759,"2019-08-17","2019-08-20",2,3345,4,4001574,42841,353.32,2
10760,"2019-09-05","2019-09-09",2,1765,4,4001574,42870,178.0,2
10761,"2019-10-12","2019-10-14",1,1480,4,4001574,42884,498.0,1
10762,"2020-03-31","2020-04-04",2,2875,4,4001574,42826,537.24,2
10763,"2020-04-24","2020-04-27",2,2720,4,4001574,42833,819.06,1
10764,"2020-05-21","2020-05-29",2,2873,4,4001574,42853,727.0,1
10765,"2020-05-26","2020-05-28",2,2578,4,4001574,42835,818.84,2
10801,"2019-02-07","2019-02-12",2,1878,4,4001574,42909,1500.0,1
10802,"2019-03-02","2019-03-07",2,2760,4,4001574,42947,2974.0,2
10803,"2019-04-05","2019-04-06",2,1912,4,4001574,42920,789.0,1
10805,"2019-05-22","2019-05-25",2,188,4,4001574,42920,789.0,2
10806,"2019-06-20","2019-06-21",2,2631,4,4001574,42934,1789.0,1
10807,"2019-06-24","2019-06-28",2,282,4,4001574,42909,1500.0,2
10809,"2019-09-12","2019-09-15",2,510,4,4001574,42914,1489.0,2
10810,"2019-10-12","2019-10-17",3,11,4,4001574,42894,515.0,2
10811,"2019-12-28","2019-12-31",1,260,4,4001574,42924,625.0,1
10812,"2020-01-14","2020-01-24",1,2991,4,4001574,42916,1356.0,2
10813,"2020-03-13","2020-03-17",2,1003,4,4001574,42931,324.0,1
10814,"2020-05-08","2020-05-10",2,2162,4,4001574,42892,515.0,1
10853,"2019-03-02","2019-03-06",3,2016,4,4001574,42997,485.0,2
10854,"2019-03-22","2019-03-24",1,1608,4,4001574,42961,2867.0,1
10855,"2019-05-17","2019-05-21",2,2711,4,4001574,42975,215.0,3
10856,"2019-06-19","2019-06-27",1,2672,4,4001574,42972,2741.0,3
10857,"2019-08-14","2019-08-22",2,2871,4,4001574,43017,358.0,2
10858,"2019-08-21","2019-08-26",2,827,4,4001574,42986,354.0,2
10859,"2019-09-24","2019-09-29",2,650,4,4001574,42962,2241.0,2
10860,"2019-09-28","2019-10-03",3,949,4,4001574,42966,3415.0,3
10861,"2019-10-15","2019-10-19",2,1407,4,4001574,43016,454.0,1
10862,"2020-03-06","2020-03-07",2,1051,4,4001574,43012,510.0,1
10863,"2020-03-18","2020-03-21",2,1922,4,4001574,43013,354.0,3
10864,"2020-03-31","2020-04-07",2,2619,4,4001574,42977,111.0,2
10865,"2020-04-27","2020-04-30",1,406,4,4001574,42999,547.0,2
10877,"2019-01-01","2019-01-02",3,714,4,4001574,43019,413.0,2
10878,"2019-05-22","2019-05-27",1,522,4,4001574,43023,643.0,2
10879,"2019-06-13","2019-06-18",3,309,4,4001574,43043,1159.0,3
10880,"2020-02-04","2020-02-09",2,1073,4,4001574,43038,1163.0,3
10881,"2020-05-30","2020-06-04",2,1476,4,4001574,43031,1191.0,3
10882,"2020-02-03","2020-02-09",2,11,4,4001574,42973,123.0,3
10883,"2020-01-06","2020-01-09",2,569,4,4001574,42906,321.0,3
10884,"2020-02-06","2020-02-15",1,1630,4,4001574,42923,753.0,3
10885,"2020-01-30","2020-02-01",2,86,4,4001574,42938,2679.0,1
10886,"2020-01-01","2020-01-08",2,789,4,4001574,43026,530.0,2
10887,"2020-03-19","2020-03-27",2,678,4,4001574,42821,653.62,2
10888,"2020-04-14","2020-04-17",2,2134,4,4001574,42869,199.0,3
10889,"2020-03-27","2020-04-04",2,2838,4,4001574,42891,515.0,3
10890,"2020-05-01","2020-05-10",2,2919,4,4001574,43024,508.0,1
10891,"2020-05-23","2020-05-30",2,1575,4,4001574,42764,1385.78,1
10892,"2020-05-16","2020-05-18",2,917,4,4001574,42853,727.0,3
10893,"2020-05-27","2020-06-01",2,962,4,4001574,42990,353.0,2
10894,"2020-05-07","2020-05-13",3,3021,4,4001574,43042,1121.0,2
10903,"2019-02-13","2019-02-21",3,1842,4,4001360,42760,1637.24,2
10904,"2019-03-25","2019-03-28",1,2261,4,4001360,42779,9555.04,2
10905,"2019-11-05","2019-11-08",2,3358,4,4001360,42798,1556.28,1
10911,"2019-01-07","2019-01-15",2,1709,4,4001360,42837,430.32,3
10912,"2019-11-15","2019-11-16",3,1677,4,4001360,42834,818.84,2
10916,"2019-01-29","2019-02-01",2,1781,4,4001360,42922,741.0,3
10917,"2020-05-22","2020-05-23",2,2670,4,4001360,42899,199.0,3
10920,"2019-05-31","2019-06-01",2,2034,4,4001360,42953,3620.0,2
10924,"2019-08-23","2019-08-26",2,416,4,4001360,43024,508.0,2
10946,"2019-03-28","2019-04-05",3,1294,4,4001360,42846,2846.58,1
10952,"2019-09-26","2019-09-29",2,1326,4,4001360,42899,199.0,2
10960,"2019-02-23","2019-03-04",2,186,4,4001360,42968,3445.0,2
10961,"2019-03-04","2019-03-07",1,1488,4,4001360,42962,2241.0,2
10962,"2019-03-30","2019-04-07",1,2125,4,4001360,42965,2281.0,2
10963,"2019-07-17","2019-07-23",3,434,4,4001360,43001,625.0,1
10999,"2019-01-01","2019-01-06",2,652,4,4001360,42762,2106.06,2
11000,"2019-01-23","2019-01-28",3,2022,4,4001360,42776,1423.4,2
11001,"2019-01-26","2019-01-31",2,666,4,4001360,42788,421.96,2
11002,"2019-03-01","2019-03-06",2,2316,4,4001360,42786,795.74,3
11003,"2019-06-18","2019-06-23",2,3027,4,4001360,42785,1597.42,1
11004,"2019-07-29","2019-07-31",2,1329,4,4001360,42814,369.82,2
11005,"2019-09-24","2019-09-27",2,82,4,4001360,42779,9555.04,3
11006,"2019-12-20","2019-12-27",1,1379,4,4001360,42784,1748.78,3
11007,"2020-02-07","2020-02-08",2,3310,4,4001360,42797,4845.5,2
11008,"2020-05-23","2020-05-28",2,723,4,4001360,42782,3373.92,3
11050,"2019-04-13","2019-04-18",2,2935,4,4001360,42832,818.84,3
11051,"2019-05-13","2019-05-14",1,2337,4,4001360,42858,505.0,1
11052,"2019-08-17","2019-08-20",2,3345,4,4001360,42841,353.32,1
11053,"2019-11-26","2019-11-27",1,2906,4,4001360,42841,353.32,2
11054,"2020-03-31","2020-04-04",1,2875,4,4001360,42826,537.24,2
11055,"2020-04-24","2020-04-27",2,2720,4,4001360,42833,819.06,1
11056,"2020-05-21","2020-05-29",2,2873,4,4001360,42853,727.0,1
11057,"2020-05-26","2020-05-28",2,2578,4,4001360,42835,818.84,1
11090,"2019-02-12","2019-02-17",2,1908,4,4001360,42931,324.0,3
11091,"2019-03-02","2019-03-07",2,2760,4,4001360,42947,2974.0,2
11092,"2019-04-05","2019-04-06",2,1912,4,4001360,42920,789.0,2
11093,"2019-05-16","2019-05-19",1,2869,4,4001360,42912,1654.0,1
11094,"2019-05-22","2019-05-25",2,188,4,4001360,42920,789.0,2
11095,"2019-06-20","2019-06-21",2,2631,4,4001360,42934,1789.0,2
11096,"2019-09-27","2019-10-02",2,98,4,4001360,42902,258.0,1
11097,"2019-12-28","2019-12-31",3,260,4,4001360,42924,625.0,3
11098,"2020-03-13","2020-03-17",2,1003,4,4001360,42931,324.0,2
11099,"2020-05-08","2020-05-10",2,2162,4,4001360,42892,515.0,2
11100,"2020-05-09","2020-05-14",1,458,4,4001360,42909,1500.0,1
11136,"2019-02-07","2019-02-14",3,1148,4,4001360,42954,2554.0,3
11137,"2019-03-23","2019-03-28",2,45,4,4001360,42970,3001.0,3
11138,"2019-05-13","2019-05-21",2,2257,4,4001360,42977,111.0,2
11139,"2019-05-17","2019-05-21",3,950,4,4001360,43008,389.0,1
11140,"2019-06-28","2019-07-03",2,1742,4,4001360,43009,563.0,2
11141,"2019-08-14","2019-08-22",2,2871,4,4001360,43017,358.0,3
11142,"2019-08-26","2019-08-29",2,2837,4,4001360,42963,2355.0,1
11143,"2019-09-28","2019-10-03",3,949,4,4001360,42966,3415.0,1
11144,"2019-10-08","2019-10-09",3,562,4,4001360,43001,625.0,3
11145,"2019-12-28","2020-01-04",3,1788,4,4001360,42980,114.0,3
11146,"2020-02-05","2020-02-10",2,1480,4,4001360,42993,507.0,2
11147,"2020-03-06","2020-03-07",2,1051,4,4001360,43012,510.0,1
11148,"2020-03-31","2020-04-07",2,2619,4,4001360,42977,111.0,2
11149,"2020-04-07","2020-04-10",3,2097,4,4001360,42961,2867.0,3
11150,"2020-04-07","2020-04-10",1,350,4,4001360,43008,389.0,1
11151,"2020-04-27","2020-04-30",1,406,4,4001360,42999,547.0,2
11167,"2019-01-15","2019-01-22",2,1551,4,4001360,43034,1004.0,3
11168,"2020-01-11","2020-01-16",2,1130,4,4001360,43026,530.0,2
11169,"2020-05-19","2020-05-24",2,1439,4,4001360,43031,1191.0,1
11170,"2020-01-30","2020-02-02",2,2927,4,4001360,42830,486.42,1
11171,"2020-02-03","2020-02-09",1,11,4,4001360,42973,123.0,3
11172,"2020-01-06","2020-01-09",2,569,4,4001360,42906,321.0,2
11173,"2020-02-06","2020-02-15",3,1630,4,4001360,42923,753.0,2
11174,"2020-01-30","2020-02-01",2,86,4,4001360,42938,2679.0,1
11175,"2020-01-16","2020-01-24",3,1949,4,4001360,43025,550.0,2
11176,"2020-01-01","2020-01-08",2,789,4,4001360,43026,530.0,2
11177,"2020-03-19","2020-03-27",2,678,4,4001360,42821,653.62,1
11178,"2020-03-25","2020-03-28",2,1268,4,4001360,42858,505.0,2
11179,"2020-04-14","2020-04-17",1,2134,4,4001360,42869,199.0,2
11180,"2020-04-21","2020-04-26",2,867,4,4001360,42875,560.0,3
11181,"2020-03-27","2020-04-04",2,2838,4,4001360,42891,515.0,2
11182,"2020-04-15","2020-04-17",2,1172,4,4001360,42910,1502.0,2
11183,"2020-04-24","2020-04-26",2,1839,4,4001360,43002,414.0,3
11184,"2020-04-23","2020-04-25",2,896,4,4001360,43038,1163.0,2
11185,"2020-05-23","2020-05-30",2,1575,4,4001360,42764,1385.78,2
11193,"2019-11-25","2019-11-28",2,3366,5,5001329,42857,542.0,1
11194,"2019-12-14","2019-12-17",2,6,5,5001329,42879,560.0,3
11223,"2019-03-05","2019-03-11",2,2191,5,5001329,42831,369.6,2
11229,"2020-05-16","2020-05-24",3,2904,5,5001329,42898,515.0,3
11235,"2020-02-10","2020-02-16",2,1104,5,5001329,42959,4141.0,2
11236,"2020-04-10","2020-04-18",1,519,5,5001329,42997,485.0,2
11280,"2019-02-08","2019-02-13",2,748,5,5001329,42737,1658.0,2
11281,"2019-06-08","2019-06-09",3,2041,5,5001329,42762,2106.06,3
11282,"2019-09-09","2019-09-14",3,1275,5,5001329,42787,1366.42,3
11283,"2019-10-17","2019-10-20",1,1723,5,5001329,42811,2559.92,2
11284,"2020-01-08","2020-01-09",2,52,5,5001329,42762,2106.06,1
11285,"2020-01-14","2020-01-16",2,1771,5,5001329,42790,762.96,1
11286,"2020-01-30","2020-01-31",3,120,5,5001329,42814,369.82,2
11287,"2020-02-26","2020-02-27",2,3379,5,5001329,42797,4845.5,2
11288,"2020-03-28","2020-04-04",1,1281,5,5001329,42770,3597.22,1
11319,"2019-03-16","2019-03-17",1,1896,5,5001329,42874,560.0,1
11320,"2019-04-09","2019-04-13",1,108,5,5001329,42860,587.0,2
11321,"2019-04-24","2019-04-25",3,2191,5,5001329,42819,860.42,1
11322,"2019-04-26","2019-05-03",2,333,5,5001329,42832,818.84,3
11323,"2019-05-28","2019-06-04",2,1208,5,5001329,42852,152.0,1
11324,"2019-07-10","2019-07-14",2,1624,5,5001329,42882,498.0,1
11325,"2019-08-06","2019-08-11",2,4,5,5001329,42833,819.06,2
11326,"2019-08-05","2019-08-06",3,590,5,5001329,42868,199.0,2
11327,"2019-08-17","2019-08-25",1,3267,5,5001329,42876,560.0,2
11328,"2019-10-31","2019-11-04",3,1967,5,5001329,42869,199.0,1
11329,"2019-11-13","2019-11-20",2,1650,5,5001329,42844,1810.38,1
11330,"2020-04-20","2020-04-25",1,712,5,5001329,42853,727.0,1
11363,"2019-01-30","2019-01-31",2,18,5,5001329,42892,515.0,2
11364,"2019-03-08","2019-03-09",1,121,5,5001329,42940,2162.0,3
11365,"2019-05-08","2019-05-09",3,2167,5,5001329,42935,2456.0,2
11366,"2019-06-15","2019-06-16",1,2611,5,5001329,42926,79.0,3
11367,"2019-06-28","2019-06-29",2,1925,5,5001329,42923,753.0,2
11368,"2019-07-10","2019-07-20",3,2017,5,5001329,42932,156.0,2
11369,"2019-07-26","2019-08-03",2,1474,5,5001329,42902,258.0,3
11370,"2019-08-19","2019-08-23",2,1676,5,5001329,42904,135.0,2
11371,"2019-10-08","2019-10-12",1,2307,5,5001329,42902,258.0,2
11372,"2019-11-01","2019-11-05",1,1865,5,5001329,42916,1356.0,2
11373,"2019-12-26","2020-01-05",3,2944,5,5001329,42929,321.0,2
11374,"2019-12-28","2020-01-01",2,795,5,5001329,42941,2971.0,1
11375,"2020-02-22","2020-02-26",2,2715,5,5001329,42936,3549.0,3
11415,"2019-01-25","2019-01-29",2,577,5,5001329,42990,353.0,2
11416,"2019-02-19","2019-02-24",2,226,5,5001329,42956,2093.0,1
11418,"2019-04-30","2019-05-03",3,357,5,5001329,42958,3763.0,3
11419,"2019-05-11","2019-05-18",2,1432,5,5001329,42990,353.0,2
11420,"2019-08-17","2019-08-22",1,2076,5,5001329,42962,2241.0,2
11421,"2019-08-26","2019-08-27",3,188,5,5001329,42965,2281.0,1
11422,"2019-11-15","2019-11-22",2,2998,5,5001329,42970,3001.0,2
11423,"2019-12-30","2020-01-03",2,222,5,5001329,42992,570.0,2
11424,"2020-01-03","2020-01-05",2,1518,5,5001329,43000,374.0,3
11425,"2020-02-25","2020-02-28",2,1309,5,5001329,42960,4125.0,2
11426,"2020-05-09","2020-05-11",1,256,5,5001329,43003,442.0,1
11438,"2019-03-14","2019-03-19",3,1496,5,5001329,43031,1191.0,3
11439,"2019-04-17","2019-04-18",2,3403,5,5001329,43035,1159.0,1
11440,"2019-08-08","2019-08-10",2,2162,5,5001329,43020,562.0,1
11441,"2019-09-23","2019-09-25",2,2643,5,5001329,43034,1004.0,2
11442,"2020-01-08","2020-01-10",3,1382,5,5001329,43030,1175.0,3
11443,"2020-01-30","2020-02-07",2,13,5,5001329,43034,1004.0,1
11444,"2020-04-13","2020-04-14",2,1955,5,5001329,43024,508.0,2
11445,"2020-02-25","2020-03-06",2,616,5,5001329,42763,2118.38,3
11446,"2020-02-04","2020-02-06",2,3390,5,5001329,42824,584.76,1
11447,"2020-02-19","2020-02-24",3,1556,5,5001329,42824,584.76,2
11448,"2020-01-21","2020-01-31",1,2047,5,5001329,42861,542.0,1
11449,"2020-01-07","2020-01-15",2,485,5,5001329,42877,560.0,1
11450,"2020-02-29","2020-03-09",2,1629,5,5001329,42884,498.0,2
11451,"2020-01-02","2020-01-05",2,1886,5,5001329,42886,498.0,1
11452,"2020-01-17","2020-01-27",3,624,5,5001329,42921,756.0,2
11453,"2020-01-14","2020-01-19",3,521,5,5001329,42970,3001.0,2
11454,"2020-01-22","2020-01-26",2,2773,5,5001329,42978,112.0,2
11455,"2020-01-03","2020-01-06",2,344,5,5001329,43024,508.0,2
11456,"2020-02-01","2020-02-05",2,927,5,5001329,43037,1137.0,3
11457,"2020-03-14","2020-03-17",3,732,5,5001329,42811,2559.92,1
11458,"2020-05-02","2020-05-04",2,1433,5,5001329,42845,823.24,10
11459,"2020-05-02","2020-05-11",2,2052,5,5001329,42867,199.0,2
11460,"2020-03-30","2020-04-07",1,1010,5,5001329,42938,2679.0,2
11461,"2020-04-15","2020-04-23",1,1226,5,5001329,42989,413.0,2
11462,"2020-05-20","2020-05-21",1,381,5,5001329,42780,4028.86,1
11463,"2020-05-08","2020-05-11",1,1707,5,5001329,42926,79.0,1
11471,"2019-03-06","2019-03-09",2,2115,5,5001572,42768,1923.68,2
11475,"2019-04-22","2019-04-23",3,1139,5,5001572,42834,818.84,2
11476,"2019-04-30","2019-05-08",2,2232,5,5001572,42833,819.06,2
11477,"2019-06-08","2019-06-11",2,2719,5,5001572,42843,684.2,1
11478,"2019-11-25","2019-11-28",2,3366,5,5001572,42857,542.0,3
11494,"2020-04-04","2020-04-12",2,954,5,5001572,43036,744.0,2
11503,"2019-11-20","2019-11-23",2,1516,5,5001572,42859,610.0,1
11507,"2020-02-05","2020-02-08",2,1672,5,5001572,42907,456.0,1
11511,"2019-02-15","2019-02-21",2,3345,5,5001572,43000,374.0,1
11512,"2020-04-10","2020-04-18",2,519,5,5001572,42997,485.0,3
11513,"2020-05-29","2020-06-01",3,254,5,5001572,42990,353.0,1
11557,"2019-02-08","2019-02-13",2,748,5,5001572,42737,1658.0,2
11559,"2019-10-17","2019-10-20",2,1723,5,5001572,42811,2559.92,1
11560,"2019-12-10","2019-12-15",1,119,5,5001572,42771,2554.2,2
11561,"2020-01-30","2020-01-31",1,120,5,5001572,42814,369.82,2
11585,"2019-04-26","2019-05-03",2,333,5,5001572,42832,818.84,2
11586,"2019-05-28","2019-06-04",2,1208,5,5001572,42852,152.0,3
11587,"2019-06-22","2019-06-26",1,332,5,5001572,42865,199.0,2
11588,"2019-07-10","2019-07-14",2,1624,5,5001572,42882,498.0,3
11589,"2019-07-11","2019-07-16",2,3346,5,5001572,42881,498.0,2
11590,"2019-08-05","2019-08-06",1,590,5,5001572,42868,199.0,2
11591,"2019-08-12","2019-08-16",2,2234,5,5001572,42884,498.0,3
11592,"2019-08-17","2019-08-25",3,3267,5,5001572,42876,560.0,2
11593,"2019-10-12","2019-10-16",1,1860,5,5001572,42862,512.0,3
11594,"2019-10-31","2019-11-04",2,1967,5,5001572,42869,199.0,2
